"","pond","date","class","pixels","tot_pixels","em_veg"
"40","1J1",2016-06-27,"vegetation",221,221,1
"41","1J1",2016-06-30,"vegetation",221,221,1
"42","1J1",2016-07-07,"vegetation",221,221,1
"43","1J1",2016-07-10,"vegetation",221,221,1
"44","1J1",2016-07-17,"vegetation",221,221,1
"45","1J1",2016-07-20,"vegetation",210,221,0.950226244343891
"46","1J1",2016-08-19,"vegetation",210,221,0.950226244343891
"47","1J1",2016-08-26,"vegetation",215,221,0.972850678733032
"48","1J1",2016-09-05,"vegetation",209,221,0.945701357466063
"49","1J1",2016-09-08,"vegetation",207,221,0.936651583710407
"50","1J1",2016-09-15,"vegetation",211,221,0.95475113122172
"51","1J1",2016-09-25,"vegetation",207,221,0.936651583710407
"52","1J1",2016-09-28,"vegetation",221,221,1
"53","1J1",2016-10-05,"vegetation",204,221,0.923076923076923
"54","1J1",2016-10-08,"vegetation",221,221,1
"55","1J1",2016-11-17,"vegetation",137,137,1
"56","1J1",2016-11-24,"vegetation",221,221,1
"57","1J1",2016-11-27,"vegetation",221,221,1
"58","1J1",2016-12-07,"vegetation",221,221,1
"59","1J1",2016-12-14,"vegetation",205,221,0.927601809954751
"60","1J1",2016-12-17,"vegetation",205,221,0.927601809954751
"61","1J1",2016-12-24,"vegetation",221,221,1
"62","1J1",2016-12-27,"vegetation",144,221,0.65158371040724
"63","1J1",2017-01-03,"vegetation",221,221,1
"64","1J1",2017-01-13,"vegetation",42,221,0.190045248868778
"65","1J1",2017-01-16,"vegetation",42,221,0.190045248868778
"66","1J1",2017-01-26,"vegetation",196,221,0.886877828054299
"67","1J1",2017-02-02,"vegetation",218,221,0.986425339366516
"68","1J1",2017-02-05,"vegetation",218,221,0.986425339366516
"69","1J1",2017-02-12,"vegetation",218,221,0.986425339366516
"70","1J1",2017-02-15,"vegetation",114,221,0.515837104072398
"71","1J1",2017-02-22,"vegetation",114,221,0.515837104072398
"72","1J1",2017-02-25,"vegetation",114,221,0.515837104072398
"73","1J1",2017-03-04,"vegetation",114,221,0.515837104072398
"74","1J1",2017-03-07,"vegetation",114,221,0.515837104072398
"75","1J1",2017-03-14,"vegetation",221,221,1
"76","1J1",2017-03-17,"vegetation",221,221,1
"77","1J1",2017-03-24,"vegetation",221,221,1
"78","1J1",2017-03-27,"vegetation",75,221,0.339366515837104
"79","1J1",2017-04-26,"vegetation",154,221,0.69683257918552
"80","1J1",2017-05-03,"vegetation",154,221,0.69683257918552
"81","1J1",2017-05-06,"vegetation",111,221,0.502262443438914
"82","1J1",2017-05-13,"vegetation",111,221,0.502262443438914
"83","1J1",2017-05-16,"vegetation",179,221,0.809954751131222
"84","1J1",2017-05-23,"vegetation",215,221,0.972850678733032
"85","1J1",2017-05-26,"vegetation",187,221,0.846153846153846
"86","1J1",2017-06-02,"vegetation",210,221,0.950226244343891
"87","1J1",2017-06-05,"vegetation",221,221,1
"88","1J1",2017-06-12,"vegetation",221,221,1
"89","1J1",2017-06-15,"vegetation",221,221,1
"90","1J1",2017-06-22,"vegetation",221,221,1
"91","1J1",2017-06-25,"vegetation",221,221,1
"92","1J1",2017-06-30,"vegetation",221,221,1
"93","1J1",2017-07-02,"vegetation",221,221,1
"94","1J1",2017-07-05,"vegetation",218,221,0.986425339366516
"95","1J1",2017-07-12,"vegetation",103,103,1
"96","1J1",2017-07-15,"vegetation",103,103,1
"97","1J1",2017-07-17,"vegetation",103,103,1
"98","1J1",2017-07-20,"vegetation",103,103,1
"99","1J1",2017-07-22,"vegetation",103,103,1
"100","1J1",2017-07-25,"vegetation",103,103,1
"101","1J1",2017-07-27,"vegetation",218,218,1
"102","1J1",2017-08-14,"vegetation",210,221,0.950226244343891
"103","1J1",2017-08-16,"vegetation",208,219,0.949771689497717
"104","1J1",2017-08-19,"vegetation",208,219,0.949771689497717
"105","1J1",2017-08-21,"vegetation",219,219,1
"106","1J1",2017-08-24,"vegetation",219,219,1
"107","1J1",2017-08-26,"vegetation",219,219,1
"108","1J1",2017-08-31,"vegetation",221,221,1
"109","1J1",2017-09-03,"vegetation",214,221,0.968325791855204
"110","1J1",2017-09-05,"vegetation",214,221,0.968325791855204
"111","1J1",2017-09-08,"vegetation",214,221,0.968325791855204
"112","1J1",2017-09-10,"vegetation",214,221,0.968325791855204
"113","1J1",2017-09-13,"vegetation",221,221,1
"114","1J1",2017-09-15,"vegetation",26,26,1
"115","1J1",2017-09-18,"vegetation",26,26,1
"116","1J1",2017-09-20,"vegetation",26,26,1
"117","1J1",2017-09-23,"vegetation",26,26,1
"118","1J1",2017-09-28,"vegetation",26,26,1
"119","1J1",2017-09-30,"vegetation",26,26,1
"120","1J1",2017-10-03,"vegetation",195,217,0.898617511520737
"121","1J1",2017-10-05,"vegetation",210,221,0.950226244343891
"122","1J1",2017-10-08,"vegetation",210,221,0.950226244343891
"123","1J1",2017-10-13,"vegetation",210,221,0.950226244343891
"124","1J1",2017-10-20,"vegetation",210,221,0.950226244343891
"125","1J1",2017-10-23,"vegetation",33,221,0.149321266968326
"126","1J1",2017-10-25,"vegetation",32,179,0.17877094972067
"127","1J1",2017-10-28,"vegetation",32,179,0.17877094972067
"128","1J1",2017-10-30,"vegetation",179,179,1
"129","1J1",2017-11-02,"vegetation",179,179,1
"130","1J1",2017-11-09,"vegetation",179,179,1
"131","1J1",2017-11-12,"vegetation",221,221,1
"132","1J1",2017-11-19,"vegetation",198,221,0.895927601809955
"133","1J1",2017-11-22,"vegetation",221,221,1
"134","1J1",2018-01-06,"vegetation",221,221,1
"135","1J1",2018-01-08,"vegetation",217,217,1
"136","1J1",2018-01-11,"vegetation",217,217,1
"137","1J1",2018-01-13,"vegetation",217,217,1
"138","1J1",2018-01-16,"vegetation",217,217,1
"139","1J1",2018-01-18,"vegetation",217,217,1
"140","1J1",2018-01-21,"vegetation",119,221,0.538461538461538
"141","1J1",2018-02-07,"vegetation",121,221,0.547511312217195
"142","1J1",2018-02-10,"vegetation",121,221,0.547511312217195
"143","1J1",2018-02-15,"vegetation",121,221,0.547511312217195
"144","1J1",2018-02-17,"vegetation",121,221,0.547511312217195
"145","1J2",2015-07-06,"vegetation",125,230,0.543478260869565
"146","1J2",2015-07-16,"vegetation",141,230,0.61304347826087
"147","1J2",2015-08-02,"vegetation",147,230,0.639130434782609
"148","1J2",2015-08-05,"vegetation",194,230,0.843478260869565
"149","1J2",2015-08-12,"vegetation",180,230,0.782608695652174
"150","1J2",2015-08-15,"vegetation",180,230,0.782608695652174
"151","1J2",2015-08-22,"vegetation",144,230,0.626086956521739
"152","1J2",2015-09-04,"vegetation",144,230,0.626086956521739
"153","1J2",2015-09-11,"vegetation",127,230,0.552173913043478
"154","1J2",2015-09-14,"vegetation",127,230,0.552173913043478
"155","1J2",2015-09-24,"vegetation",230,230,1
"156","1J2",2015-10-21,"vegetation",230,230,1
"157","1J2",2015-11-13,"vegetation",230,230,1
"158","1J2",2015-11-20,"vegetation",230,230,1
"159","1J2",2015-11-30,"vegetation",230,230,1
"160","1J2",2015-12-03,"vegetation",64,230,0.278260869565217
"161","1J2",2015-12-23,"vegetation",47,230,0.204347826086957
"162","1J2",2015-12-30,"vegetation",220,230,0.956521739130435
"163","1J2",2016-01-02,"vegetation",230,230,1
"164","1J2",2016-01-12,"vegetation",230,230,1
"165","1J2",2016-01-29,"vegetation",230,230,1
"166","1J2",2016-02-11,"vegetation",230,230,1
"167","1J2",2016-02-18,"vegetation",230,230,1
"168","1J2",2016-03-09,"vegetation",230,230,1
"169","1J2",2016-03-12,"vegetation",223,230,0.969565217391304
"170","1J2",2016-03-19,"vegetation",223,230,0.969565217391304
"171","1J2",2016-03-29,"vegetation",223,230,0.969565217391304
"172","1J2",2016-04-01,"vegetation",230,230,1
"173","1J2",2016-04-08,"vegetation",230,230,1
"174","1J2",2016-04-18,"vegetation",90,230,0.391304347826087
"175","1J2",2016-04-21,"vegetation",142,230,0.617391304347826
"176","1J2",2016-04-28,"vegetation",230,230,1
"177","1J2",2016-05-01,"vegetation",66,230,0.28695652173913
"178","1J2",2016-05-11,"vegetation",122,230,0.530434782608696
"179","1J2",2016-05-18,"vegetation",227,230,0.98695652173913
"180","1J2",2016-05-21,"vegetation",227,230,0.98695652173913
"181","1J2",2016-06-07,"vegetation",130,230,0.565217391304348
"182","1J2",2016-06-10,"vegetation",219,230,0.952173913043478
"183","1J2",2016-06-20,"vegetation",219,230,0.952173913043478
"184","1J2",2016-06-27,"vegetation",219,230,0.952173913043478
"185","1J2",2016-06-30,"vegetation",219,230,0.952173913043478
"186","1J2",2016-07-07,"vegetation",230,230,1
"187","1J2",2016-07-10,"vegetation",211,230,0.917391304347826
"188","1J2",2016-07-17,"vegetation",211,230,0.917391304347826
"189","1J2",2016-07-20,"vegetation",116,230,0.504347826086956
"190","1J2",2016-08-19,"vegetation",116,230,0.504347826086956
"191","1J2",2016-08-26,"vegetation",149,230,0.647826086956522
"192","1J2",2016-09-05,"vegetation",124,230,0.539130434782609
"193","1J2",2016-09-08,"vegetation",124,230,0.539130434782609
"194","1J2",2016-09-15,"vegetation",142,230,0.617391304347826
"195","1J2",2016-09-25,"vegetation",128,230,0.556521739130435
"196","1J2",2016-09-28,"vegetation",229,230,0.995652173913044
"197","1J2",2016-10-05,"vegetation",121,230,0.526086956521739
"198","1J2",2016-10-08,"vegetation",230,230,1
"199","1J2",2016-11-17,"vegetation",60,60,1
"200","1J2",2016-11-24,"vegetation",230,230,1
"201","1J2",2016-11-27,"vegetation",230,230,1
"202","1J2",2016-12-07,"vegetation",230,230,1
"203","1J2",2016-12-14,"vegetation",230,230,1
"204","1J2",2016-12-17,"vegetation",230,230,1
"205","1J2",2016-12-24,"vegetation",230,230,1
"206","1J2",2016-12-27,"vegetation",120,230,0.521739130434783
"207","1J2",2017-01-03,"vegetation",172,230,0.747826086956522
"208","1J2",2017-01-13,"vegetation",57,230,0.247826086956522
"209","1J2",2017-01-16,"vegetation",57,230,0.247826086956522
"210","1J2",2017-01-26,"vegetation",229,230,0.995652173913044
"211","1J2",2017-02-02,"vegetation",230,230,1
"212","1J2",2017-02-05,"vegetation",230,230,1
"213","1J2",2017-02-12,"vegetation",230,230,1
"214","1J2",2017-02-15,"vegetation",133,230,0.578260869565217
"215","1J2",2017-02-22,"vegetation",133,230,0.578260869565217
"216","1J2",2017-02-25,"vegetation",133,230,0.578260869565217
"217","1J2",2017-03-04,"vegetation",133,230,0.578260869565217
"218","1J2",2017-03-07,"vegetation",133,230,0.578260869565217
"219","1J2",2017-03-14,"vegetation",230,230,1
"220","1J2",2017-03-17,"vegetation",178,230,0.773913043478261
"221","1J2",2017-03-24,"vegetation",178,230,0.773913043478261
"222","1J2",2017-03-27,"vegetation",220,230,0.956521739130435
"223","1J2",2017-04-26,"vegetation",125,230,0.543478260869565
"224","1J2",2017-05-03,"vegetation",125,230,0.543478260869565
"225","1J2",2017-05-06,"vegetation",74,230,0.321739130434783
"226","1J2",2017-05-13,"vegetation",74,230,0.321739130434783
"227","1J2",2017-05-16,"vegetation",112,230,0.48695652173913
"228","1J2",2017-05-23,"vegetation",230,230,1
"229","1J2",2017-05-26,"vegetation",115,230,0.5
"230","1J2",2017-06-02,"vegetation",160,230,0.695652173913043
"231","1J2",2017-06-05,"vegetation",180,230,0.782608695652174
"232","1J2",2017-06-12,"vegetation",180,230,0.782608695652174
"233","1J2",2017-06-15,"vegetation",182,230,0.791304347826087
"234","1J2",2017-06-22,"vegetation",230,230,1
"235","1J2",2017-06-25,"vegetation",230,230,1
"236","1J2",2017-06-30,"vegetation",230,230,1
"237","1J2",2017-07-02,"vegetation",230,230,1
"238","1J2",2017-07-05,"vegetation",148,230,0.643478260869565
"239","1J2",2017-07-12,"vegetation",148,230,0.643478260869565
"240","1J2",2017-07-15,"vegetation",148,230,0.643478260869565
"241","1J2",2017-07-17,"vegetation",148,230,0.643478260869565
"242","1J2",2017-07-20,"vegetation",148,230,0.643478260869565
"243","1J2",2017-07-22,"vegetation",163,230,0.708695652173913
"244","1J2",2017-07-25,"vegetation",163,230,0.708695652173913
"245","1J2",2017-07-27,"vegetation",230,230,1
"246","1J2",2017-08-14,"vegetation",180,230,0.782608695652174
"247","1J2",2017-08-16,"vegetation",125,142,0.880281690140845
"248","1J2",2017-08-19,"vegetation",125,142,0.880281690140845
"249","1J2",2017-08-21,"vegetation",134,142,0.943661971830986
"250","1J2",2017-08-24,"vegetation",142,142,1
"251","1J2",2017-08-26,"vegetation",142,142,1
"252","1J2",2017-08-31,"vegetation",230,230,1
"253","1J2",2017-09-03,"vegetation",144,230,0.626086956521739
"254","1J2",2017-09-05,"vegetation",139,225,0.617777777777778
"255","1J2",2017-09-08,"vegetation",139,225,0.617777777777778
"256","1J2",2017-09-10,"vegetation",139,225,0.617777777777778
"257","1J2",2017-09-13,"vegetation",222,225,0.986666666666667
"258","1J2",2017-09-15,"vegetation",192,195,0.984615384615385
"259","1J2",2017-09-18,"vegetation",192,195,0.984615384615385
"260","1J2",2017-09-20,"vegetation",192,195,0.984615384615385
"261","1J2",2017-09-23,"vegetation",200,200,1
"262","1J2",2017-09-28,"vegetation",200,200,1
"263","1J2",2017-09-30,"vegetation",200,200,1
"264","1J2",2017-10-03,"vegetation",177,230,0.769565217391304
"265","1J2",2017-10-05,"vegetation",230,230,1
"266","1J2",2017-10-08,"vegetation",230,230,1
"267","1J2",2017-10-13,"vegetation",230,230,1
"268","1J2",2017-10-20,"vegetation",230,230,1
"269","1J2",2017-10-23,"vegetation",1,230,0.00434782608695652
"270","1J2",2017-10-25,"vegetation",1,131,0.00763358778625954
"271","1J2",2017-10-28,"vegetation",1,131,0.00763358778625954
"272","1J2",2017-10-30,"vegetation",131,131,1
"273","1J2",2017-11-02,"vegetation",131,131,1
"274","1J2",2017-11-09,"vegetation",131,131,1
"275","1J2",2017-11-12,"vegetation",188,230,0.817391304347826
"276","1J2",2017-11-19,"vegetation",185,230,0.804347826086957
"277","1J2",2017-11-22,"vegetation",230,230,1
"278","1J2",2018-01-06,"vegetation",230,230,1
"279","1J2",2018-01-08,"vegetation",215,215,1
"280","1J2",2018-01-11,"vegetation",215,215,1
"281","1J2",2018-01-13,"vegetation",215,215,1
"282","1J2",2018-01-16,"vegetation",215,215,1
"283","1J2",2018-01-18,"vegetation",215,215,1
"284","1J2",2018-01-21,"vegetation",144,230,0.626086956521739
"285","1J2",2018-02-07,"vegetation",214,230,0.930434782608696
"286","1J2",2018-02-10,"vegetation",214,230,0.930434782608696
"287","1J2",2018-02-15,"vegetation",214,230,0.930434782608696
"288","1J2",2018-02-17,"vegetation",214,230,0.930434782608696
"289","1J3",2015-07-06,"vegetation",65,193,0.336787564766839
"290","1J3",2015-07-16,"vegetation",81,193,0.419689119170984
"291","1J3",2015-08-02,"vegetation",72,193,0.373056994818653
"292","1J3",2015-08-05,"vegetation",81,193,0.419689119170984
"293","1J3",2015-08-12,"vegetation",84,193,0.435233160621762
"294","1J3",2015-08-15,"vegetation",84,193,0.435233160621762
"295","1J3",2015-08-22,"vegetation",68,193,0.352331606217617
"296","1J3",2015-09-04,"vegetation",68,193,0.352331606217617
"297","1J3",2015-09-11,"vegetation",66,193,0.341968911917098
"298","1J3",2015-09-14,"vegetation",66,193,0.341968911917098
"299","1J3",2015-09-24,"vegetation",65,193,0.336787564766839
"300","1J3",2015-10-21,"vegetation",65,193,0.336787564766839
"301","1J3",2015-11-13,"vegetation",65,193,0.336787564766839
"302","1J3",2015-11-20,"vegetation",65,193,0.336787564766839
"303","1J3",2015-11-30,"vegetation",65,193,0.336787564766839
"304","1J3",2015-12-03,"vegetation",17,193,0.0880829015544041
"305","1J3",2015-12-23,"vegetation",17,193,0.0880829015544041
"306","1J3",2015-12-30,"vegetation",56,193,0.290155440414508
"307","1J3",2016-01-02,"vegetation",193,193,1
"308","1J3",2016-01-12,"vegetation",193,193,1
"309","1J3",2016-01-29,"vegetation",193,193,1
"310","1J3",2016-02-11,"vegetation",193,193,1
"311","1J3",2016-02-18,"vegetation",193,193,1
"312","1J3",2016-03-09,"vegetation",193,193,1
"313","1J3",2016-03-12,"vegetation",27,193,0.139896373056995
"314","1J3",2016-03-19,"vegetation",27,193,0.139896373056995
"315","1J3",2016-03-29,"vegetation",27,193,0.139896373056995
"316","1J3",2016-04-01,"vegetation",120,158,0.759493670886076
"317","1J3",2016-04-08,"vegetation",147,193,0.761658031088083
"318","1J3",2016-04-18,"vegetation",41,193,0.212435233160622
"319","1J3",2016-04-21,"vegetation",51,193,0.264248704663212
"320","1J3",2016-04-28,"vegetation",193,193,1
"321","1J3",2016-05-01,"vegetation",35,193,0.181347150259067
"322","1J3",2016-05-11,"vegetation",55,193,0.284974093264249
"323","1J3",2016-05-18,"vegetation",193,193,1
"324","1J3",2016-05-21,"vegetation",193,193,1
"325","1J3",2016-06-07,"vegetation",73,193,0.378238341968912
"326","1J3",2016-06-10,"vegetation",193,193,1
"327","1J3",2016-06-20,"vegetation",193,193,1
"328","1J3",2016-06-27,"vegetation",193,193,1
"329","1J3",2016-06-30,"vegetation",193,193,1
"330","1J3",2016-07-07,"vegetation",193,193,1
"331","1J3",2016-07-10,"vegetation",193,193,1
"332","1J3",2016-07-17,"vegetation",193,193,1
"333","1J3",2016-07-20,"vegetation",63,193,0.326424870466321
"334","1J3",2016-08-19,"vegetation",63,193,0.326424870466321
"335","1J3",2016-08-26,"vegetation",79,193,0.409326424870466
"336","1J3",2016-09-05,"vegetation",83,193,0.430051813471503
"337","1J3",2016-09-08,"vegetation",58,193,0.300518134715026
"338","1J3",2016-09-15,"vegetation",73,193,0.378238341968912
"339","1J3",2016-09-25,"vegetation",62,193,0.321243523316062
"340","1J3",2016-09-28,"vegetation",193,193,1
"341","1J3",2016-10-05,"vegetation",56,193,0.290155440414508
"342","1J3",2016-10-08,"vegetation",193,193,1
"343","1J3",2016-11-17,"vegetation",97,97,1
"344","1J3",2016-11-24,"vegetation",193,193,1
"345","1J3",2016-11-27,"vegetation",193,193,1
"346","1J3",2016-12-07,"vegetation",193,193,1
"347","1J3",2016-12-14,"vegetation",89,193,0.461139896373057
"348","1J3",2016-12-17,"vegetation",89,193,0.461139896373057
"349","1J3",2016-12-24,"vegetation",193,193,1
"350","1J3",2016-12-27,"vegetation",18,193,0.0932642487046632
"351","1J3",2017-01-03,"vegetation",183,193,0.948186528497409
"352","1J3",2017-01-13,"vegetation",67,193,0.347150259067358
"353","1J3",2017-01-16,"vegetation",67,193,0.347150259067358
"354","1J3",2017-01-26,"vegetation",53,193,0.274611398963731
"355","1J3",2017-02-02,"vegetation",82,193,0.424870466321244
"356","1J3",2017-02-05,"vegetation",82,193,0.424870466321244
"357","1J3",2017-02-12,"vegetation",82,193,0.424870466321244
"358","1J3",2017-02-15,"vegetation",13,193,0.0673575129533679
"359","1J3",2017-02-22,"vegetation",13,193,0.0673575129533679
"360","1J3",2017-02-25,"vegetation",13,193,0.0673575129533679
"361","1J3",2017-03-04,"vegetation",179,193,0.927461139896373
"362","1J3",2017-03-07,"vegetation",179,193,0.927461139896373
"363","1J3",2017-03-14,"vegetation",193,193,1
"364","1J3",2017-03-17,"vegetation",27,65,0.415384615384615
"365","1J3",2017-03-24,"vegetation",155,193,0.803108808290155
"366","1J3",2017-03-27,"vegetation",12,193,0.0621761658031088
"367","1J3",2017-04-03,"vegetation",4,10,0.4
"368","1J3",2017-04-06,"vegetation",4,10,0.4
"369","1J3",2017-04-13,"vegetation",10,10,1
"370","1J3",2017-04-16,"vegetation",10,10,1
"371","1J3",2017-04-23,"vegetation",10,10,1
"372","1J3",2017-04-26,"vegetation",96,193,0.49740932642487
"373","1J3",2017-05-03,"vegetation",96,193,0.49740932642487
"374","1J3",2017-05-06,"vegetation",35,193,0.181347150259067
"375","1J3",2017-05-13,"vegetation",35,193,0.181347150259067
"376","1J3",2017-05-16,"vegetation",46,193,0.238341968911917
"377","1J3",2017-05-23,"vegetation",186,193,0.963730569948187
"378","1J3",2017-05-26,"vegetation",48,193,0.248704663212435
"379","1J3",2017-06-02,"vegetation",72,193,0.373056994818653
"380","1J3",2017-06-05,"vegetation",64,193,0.33160621761658
"381","1J3",2017-06-12,"vegetation",64,193,0.33160621761658
"382","1J3",2017-06-15,"vegetation",68,193,0.352331606217617
"383","1J3",2017-06-22,"vegetation",193,193,1
"384","1J3",2017-06-25,"vegetation",42,42,1
"385","1J3",2017-06-30,"vegetation",42,42,1
"386","1J3",2017-07-02,"vegetation",42,42,1
"387","1J3",2017-07-05,"vegetation",42,42,1
"388","1J3",2017-07-12,"vegetation",37,37,1
"389","1J3",2017-07-15,"vegetation",37,37,1
"390","1J3",2017-07-17,"vegetation",37,37,1
"391","1J3",2017-07-20,"vegetation",37,37,1
"392","1J3",2017-07-22,"vegetation",142,187,0.759358288770054
"393","1J3",2017-07-25,"vegetation",126,169,0.745562130177515
"394","1J3",2017-07-27,"vegetation",173,173,1
"395","1J3",2017-08-14,"vegetation",70,193,0.362694300518135
"396","1J3",2017-08-16,"vegetation",70,193,0.362694300518135
"397","1J3",2017-08-19,"vegetation",70,193,0.362694300518135
"398","1J3",2017-08-21,"vegetation",70,193,0.362694300518135
"399","1J3",2017-08-24,"vegetation",156,191,0.816753926701571
"400","1J3",2017-08-26,"vegetation",158,193,0.818652849740933
"401","1J3",2017-08-31,"vegetation",123,193,0.637305699481865
"402","1J3",2017-09-03,"vegetation",60,193,0.310880829015544
"403","1J3",2017-09-23,"vegetation",172,172,1
"404","1J3",2017-09-28,"vegetation",172,172,1
"405","1J3",2017-09-30,"vegetation",172,172,1
"406","1J3",2017-10-03,"vegetation",84,135,0.622222222222222
"407","1J3",2017-10-05,"vegetation",193,193,1
"408","1J3",2017-10-08,"vegetation",193,193,1
"409","1J3",2017-10-13,"vegetation",193,193,1
"410","1J3",2017-10-20,"vegetation",193,193,1
"411","1J3",2017-10-23,"vegetation",11,193,0.0569948186528497
"412","1J3",2017-10-25,"vegetation",11,193,0.0569948186528497
"413","1J3",2017-10-28,"vegetation",11,193,0.0569948186528497
"414","1J3",2017-10-30,"vegetation",123,193,0.637305699481865
"415","1J3",2017-11-02,"vegetation",123,193,0.637305699481865
"416","1J3",2017-11-09,"vegetation",123,193,0.637305699481865
"417","1J3",2017-11-12,"vegetation",192,193,0.994818652849741
"418","1J3",2017-11-19,"vegetation",32,193,0.16580310880829
"419","1J3",2017-11-22,"vegetation",193,193,1
"420","1J3",2018-01-06,"vegetation",193,193,1
"421","1J3",2018-01-08,"vegetation",106,106,1
"422","1J3",2018-01-11,"vegetation",106,106,1
"423","1J3",2018-01-13,"vegetation",106,106,1
"424","1J3",2018-01-16,"vegetation",106,106,1
"425","1J3",2018-01-18,"vegetation",106,106,1
"426","1J3",2018-01-21,"vegetation",13,193,0.0673575129533679
"427","1J3",2018-02-07,"vegetation",29,193,0.150259067357513
"428","1J3",2018-02-10,"vegetation",29,193,0.150259067357513
"429","1J3",2018-02-15,"vegetation",29,193,0.150259067357513
"430","1J3",2018-02-17,"vegetation",29,193,0.150259067357513
"431","1J5",2015-07-06,"vegetation",63,108,0.583333333333333
"432","1J5",2015-07-16,"vegetation",70,108,0.648148148148148
"433","1J5",2015-08-02,"vegetation",71,108,0.657407407407407
"434","1J5",2015-08-05,"vegetation",98,108,0.907407407407407
"435","1J5",2015-08-12,"vegetation",101,108,0.935185185185185
"436","1J5",2015-08-15,"vegetation",101,108,0.935185185185185
"437","1J5",2015-08-22,"vegetation",74,108,0.685185185185185
"438","1J5",2015-09-04,"vegetation",74,108,0.685185185185185
"439","1J5",2015-09-11,"vegetation",66,108,0.611111111111111
"440","1J5",2015-09-14,"vegetation",51,93,0.548387096774194
"441","1J5",2015-09-24,"vegetation",59,93,0.634408602150538
"442","1J5",2015-10-21,"vegetation",59,93,0.634408602150538
"443","1J5",2015-11-13,"vegetation",59,93,0.634408602150538
"444","1J5",2015-11-20,"vegetation",59,93,0.634408602150538
"445","1J5",2015-11-30,"vegetation",59,93,0.634408602150538
"446","1J5",2015-12-03,"vegetation",42,108,0.388888888888889
"447","1J5",2015-12-23,"vegetation",20,108,0.185185185185185
"448","1J5",2015-12-30,"vegetation",65,108,0.601851851851852
"449","1J5",2016-01-02,"vegetation",65,108,0.601851851851852
"450","1J5",2016-01-12,"vegetation",65,108,0.601851851851852
"451","1J5",2016-01-29,"vegetation",65,108,0.601851851851852
"452","1J5",2016-02-11,"vegetation",108,108,1
"453","1J5",2016-02-18,"vegetation",108,108,1
"454","1J5",2016-03-09,"vegetation",108,108,1
"455","1J5",2016-03-12,"vegetation",51,108,0.472222222222222
"456","1J5",2016-03-19,"vegetation",51,108,0.472222222222222
"457","1J5",2016-03-29,"vegetation",51,108,0.472222222222222
"458","1J5",2016-04-01,"vegetation",51,108,0.472222222222222
"459","1J5",2016-04-08,"vegetation",108,108,1
"460","1J5",2016-04-18,"vegetation",53,108,0.490740740740741
"461","1J5",2016-04-21,"vegetation",55,108,0.509259259259259
"462","1J5",2016-04-28,"vegetation",70,108,0.648148148148148
"463","1J5",2016-05-01,"vegetation",36,108,0.333333333333333
"464","1J5",2016-05-11,"vegetation",64,108,0.592592592592593
"465","1J5",2016-05-18,"vegetation",108,108,1
"466","1J5",2016-05-21,"vegetation",108,108,1
"467","1J5",2016-06-07,"vegetation",68,108,0.62962962962963
"468","1J5",2016-06-10,"vegetation",108,108,1
